"","Parches","Result"
"3369","R3369",0
"3370","R3370",0
"3371","R3371",0
"3372","R3372",0
"3373","R3373",0
"3374","R3374",0
"3375","R3375",0
"3376","R3376",0
"3377","R3377",0
"3378","R3378",0
"3379","R3379",0
"3380","R3380",0
"3381","R3381",0
"3382","R3382",0
"3383","R3383",0
"3384","R3384",0
"3385","R3385",0
"3386","R3386",0
"3387","R3387",0
"3388","R3388",0
"3389","R3389",0
"3390","R3390",0
"3391","R3391",0
"3392","R3392",0
"3393","R3393",0
"3394","R3394",0
"3395","R3395",0
"3396","R3396",0
"3397","R3397",0
"3398","R3398",0
"3399","R3399",0
"3400","R3400",0
"3401","R3401",0
"3402","R3402",0
"3403","R3403",0
"3404","R3404",0
"3405","R3405",0
"3406","R3406",0
"3407","R3407",0
"3408","R3408",0
"3409","R3409",0
"3410","R3410",0
"3411","R3411",0
"3412","R3412",0
"3413","R3413",0
"3414","R3414",0
"3415","R3415",0
"3416","R3416",0
"3417","R3417",0
"3418","R3418",0
"3419","R3419",0
"3420","R3420",0
"3421","R3421",0
"3422","R3422",0
"3423","R3423",0
"3424","R3424",0
"3425","R3425",0
"3426","R3426",0
"3427","R3427",0
"3428","R3428",0
"3429","R3429",0
"3430","R3430",0
"3431","R3431",0
"3432","R3432",0
"3433","R3433",0
"3434","R3434",0
"3435","R3435",0
"3436","R3436",0
"3437","R3437",0
"3438","R3438",0
"3439","R3439",0
"3440","R3440",0
"3441","R3441",0
"3442","R3442",0
"3443","R3443",0
"3444","R3444",0
"3445","R3445",0
"3446","R3446",0
"3447","R3447",0
"3448","R3448",0
"3449","R3449",0
"3450","R3450",0
"3451","R3451",0
"3452","R3452",0
"3453","R3453",0
"3454","R3454",0
"3455","R3455",0
"3456","R3456",0
"3457","R3457",0
"3458","R3458",0
"3459","R3459",0
"3460","R3460",0
"3461","R3461",0
"3462","R3462",0
"3463","R3463",0
"3464","R3464",0
"3465","R3465",0
"3466","R3466",0
"3467","R3467",0
"3468","R3468",0
"3469","R3469",0
"3470","R3470",0
"3471","R3471",0
"3472","R3472",0
"3473","R3473",0
"3474","R3474",0
"3475","R3475",0
"3476","R3476",0
"3477","R3477",0
"3478","R3478",0
"3479","R3479",0
"3480","R3480",0
"3481","R3481",0
"3482","R3482",0
"3483","R3483",0
"3484","R3484",0
"3485","R3485",0
"3486","R3486",0
"3487","R3487",0
"3488","R3488",0
"3489","R3489",0
"3490","R3490",0
"3491","R3491",0
"3492","R3492",0
"3493","R3493",0
"3494","R3494",0
"3495","R3495",0
"3496","R3496",0
"3497","R3497",0
"3498","R3498",0
"3499","R3499",0
"3500","R3500",0
"3501","R3501",0
"3502","R3502",0
"3503","R3503",0
"3504","R3504",0
"3505","R3505",0
"3506","R3506",0
"3507","R3507",0
"3508","R3508",0
"3509","R3509",0
"3510","R3510",0
"3511","R3511",0
"3512","R3512",0
"3513","R3513",0
"3514","R3514",0
"3515","R3515",0
"3516","R3516",0
"3517","R3517",0
"3518","R3518",0
"3519","R3519",0
"3520","R3520",0
"3521","R3521",0
"3522","R3522",0
"3523","R3523",0
"3524","R3524",0
"3525","R3525",0
"3526","R3526",0
"3527","R3527",0
"3528","R3528",0
"3529","R3529",0
"3530","R3530",0
"3531","R3531",0
"3532","R3532",0
"3533","R3533",0
"3534","R3534",0
"3535","R3535",0
"3536","R3536",0
"3537","R3537",0
"3538","R3538",0
"3539","R3539",0
"3540","R3540",0
"3541","R3541",0
"3542","R3542",0
"3543","R3543",0
"3544","R3544",0
"3545","R3545",0
"3546","R3546",0
"3547","R3547",0
"3548","R3548",0
"3549","R3549",0
"3550","R3550",0
"3551","R3551",0
"3552","R3552",0
"3553","R3553",0
"3554","R3554",0
"3555","R3555",0
"3556","R3556",0
"3557","R3557",0
"3558","R3558",0
"3559","R3559",0
"3560","R3560",0
"3561","R3561",0
"3562","R3562",0
"3563","R3563",0
"3564","R3564",0
"3565","R3565",0
"3566","R3566",0
"3567","R3567",0
"3568","R3568",0
"3569","R3569",0
"3570","R3570",0
"3571","R3571",0
"3572","R3572",0
"3573","R3573",0
"3574","R3574",0
"3575","R3575",0
"3576","R3576",0
"3577","R3577",0
"3578","R3578",0
"3579","R3579",0
"3580","R3580",0
"3581","R3581",0
"3582","R3582",0
"3583","R3583",0
"3584","R3584",0
"3585","R3585",0
"3586","R3586",0
"3587","R3587",0
"3588","R3588",0
"3589","R3589",0
"3590","R3590",0
"3591","R3591",0
"3592","R3592",0
"3593","R3593",0
"3594","R3594",0
"3595","R3595",0
"3596","R3596",0
"3597","R3597",0
"3598","R3598",0
"3599","R3599",0
"3600","R3600",0
"3601","R3601",0
"3602","R3602",0
"3603","R3603",0
"3604","R3604",0
"3605","R3605",0
"3606","R3606",0
"3607","R3607",0
"3608","R3608",0
"3609","R3609",0
"3610","R3610",0
"3611","R3611",0
"3612","R3612",0
"3613","R3613",0
"3614","R3614",0
"3615","R3615",0
"3616","R3616",0
"3617","R3617",0
"3618","R3618",0
"3619","R3619",0
"3620","R3620",0
"3621","R3621",0
"3622","R3622",0
"3623","R3623",0
"3624","R3624",0
"3625","R3625",0
"3626","R3626",0
"3627","R3627",0
"3628","R3628",0
"3629","R3629",0
"3630","R3630",0
"3631","R3631",0
"3632","R3632",0
"3633","R3633",0
"3634","R3634",0
"3635","R3635",0
"3636","R3636",0
"3637","R3637",0
"3638","R3638",0
"3639","R3639",0
"3640","R3640",0
"3641","R3641",0
"3642","R3642",0
"3643","R3643",0
"3644","R3644",0
"3645","R3645",0
"3646","R3646",0
"3647","R3647",0
"3648","R3648",0
"3649","R3649",0
"3650","R3650",0
"3651","R3651",0
"3652","R3652",0
"3653","R3653",0
"3654","R3654",0
"3655","R3655",0
"3656","R3656",0
"3657","R3657",0
"3658","R3658",0
"3659","R3659",0
"3660","R3660",0
"3661","R3661",0
"3662","R3662",0
"3663","R3663",0
"3664","R3664",0
"3665","R3665",0
"3666","R3666",0
"3667","R3667",0
"3668","R3668",0
"3669","R3669",0
"3670","R3670",0
"3671","R3671",0
"3672","R3672",0
"3673","R3673",0
"3674","R3674",0
"3675","R3675",0
"3676","R3676",0
"3677","R3677",0
"3678","R3678",0
"3679","R3679",0
"3680","R3680",0
"3681","R3681",0
"3682","R3682",0
"3683","R3683",0
"3684","R3684",0
"3685","R3685",0
"3686","R3686",0
"3687","R3687",0
"3688","R3688",0
"3689","R3689",0
"3690","R3690",0
"3691","R3691",0
"3692","R3692",0
"3693","R3693",0
"3694","R3694",0
"3695","R3695",0
"3696","R3696",0
"3697","R3697",0
"3698","R3698",0
"3699","R3699",0
"3700","R3700",0
"3701","R3701",0
"3702","R3702",0
"3703","R3703",0
"3704","R3704",0
"3705","R3705",0
"3706","R3706",0
"3707","R3707",0
"3708","R3708",0
"3709","R3709",0
"3710","R3710",0
"3711","R3711",0
"3712","R3712",0
"3713","R3713",0
"3714","R3714",0
"3715","R3715",0
"3716","R3716",0
"3717","R3717",0
"3718","R3718",0
"3719","R3719",0
"3720","R3720",0
"3721","R3721",0
"3722","R3722",0
"3723","R3723",0
"3724","R3724",0
"3725","R3725",0
"3726","R3726",0
"3727","R3727",0
"3728","R3728",0
"3729","R3729",0
"3730","R3730",0
"3731","R3731",0
"3732","R3732",0
"3733","R3733",0
"3734","R3734",0
"3735","R3735",0
"3736","R3736",0
"3737","R3737",0
"3738","R3738",0
"3739","R3739",0
"3740","R3740",0
"3741","R3741",0
"3742","R3742",0
"3743","R3743",0
"3744","R3744",0
"3745","R3745",0
"3746","R3746",0
"3747","R3747",0
"3748","R3748",0
"3749","R3749",0
"3750","R3750",0
"3751","R3751",0
"3752","R3752",0
"3753","R3753",0
"3754","R3754",0
"3755","R3755",0
"3756","R3756",0
"3757","R3757",0
"3758","R3758",0
"3759","R3759",0
"3760","R3760",0
"3761","R3761",0
"3762","R3762",0
"3763","R3763",0
"3764","R3764",0
"3765","R3765",0
"3766","R3766",0
"3767","R3767",0
"3768","R3768",0
"3769","R3769",0
"3770","R3770",0
"3771","R3771",0
"3772","R3772",0
"3773","R3773",0
"3774","R3774",0
"3775","R3775",0
"3776","R3776",0
"3777","R3777",0
"3778","R3778",0
"3779","R3779",0
"3780","R3780",0
"3781","R3781",0
"3782","R3782",0
"3783","R3783",0
"3784","R3784",0
"3785","R3785",0
"3786","R3786",0
"3787","R3787",0
"3788","R3788",0
"3789","R3789",0
"3790","R3790",0
"3791","R3791",0
"3792","R3792",0
"3793","R3793",0
"3794","R3794",0
"3795","R3795",0
"3796","R3796",0
"3797","R3797",0
"3798","R3798",0
"3799","R3799",0
"3800","R3800",0
"3801","R3801",0
"3802","R3802",0
"3803","R3803",0
"3804","R3804",0
"3805","R3805",0
"3806","R3806",0
"3807","R3807",0
"3808","R3808",0
"3809","R3809",0
"3810","R3810",0
"3811","R3811",0
"3812","R3812",0
"3813","R3813",0
"3814","R3814",0
"3815","R3815",0
"3816","R3816",0
"3817","R3817",0
"3818","R3818",0
"3819","R3819",0
"3820","R3820",0
"3821","R3821",0
"3822","R3822",0
"3823","R3823",0
"3824","R3824",0
"3825","R3825",0
"3826","R3826",0
"3827","R3827",0
"3828","R3828",0
"3829","R3829",0
"3830","R3830",0
"3831","R3831",0
"3832","R3832",0
"3833","R3833",0
"3834","R3834",0
"3835","R3835",0
"3836","R3836",0
"3837","R3837",0
"3838","R3838",0
"3839","R3839",0
"3840","R3840",0
"3841","R3841",0
"3842","R3842",0
"3843","R3843",0
"3844","R3844",0
"3845","R3845",0
"3846","R3846",0
"3847","R3847",0
"3848","R3848",0
"3849","R3849",0
"3850","R3850",0
"3851","R3851",0
"3852","R3852",0
"3853","R3853",0
"3854","R3854",0
"3855","R3855",0
"3856","R3856",0
"3857","R3857",0
"3858","R3858",0
"3859","R3859",0
"3860","R3860",0
"3861","R3861",0
"3862","R3862",0
"3863","R3863",0
"3864","R3864",0
"3865","R3865",0
"3866","R3866",0
"3867","R3867",0
"3868","R3868",0
"3869","R3869",0
"3870","R3870",0
"3871","R3871",0
"3872","R3872",0
"3873","R3873",0
"3874","R3874",0
"3875","R3875",0
"3876","R3876",0
"3877","R3877",0
"3878","R3878",0
"3879","R3879",0
"3880","R3880",0
"3881","R3881",0
"3882","R3882",0
"3883","R3883",0
"3884","R3884",0
"3885","R3885",0
"3886","R3886",0
"3887","R3887",0
"3888","R3888",0
"3889","R3889",0
"3890","R3890",0
"3891","R3891",0
"3892","R3892",0
"3893","R3893",0
"3894","R3894",0
"3895","R3895",0
"3896","R3896",0
"3897","R3897",0
"3898","R3898",0
"3899","R3899",0
"3900","R3900",0
"3901","R3901",0
"3902","R3902",0
"3903","R3903",0
"3904","R3904",0
"3905","R3905",0
"3906","R3906",0
"3907","R3907",0
"3908","R3908",0
"3909","R3909",0
"3910","R3910",0
"3911","R3911",0
"3912","R3912",0
"3913","R3913",0
"3914","R3914",0
"3915","R3915",0
"3916","R3916",0
"3917","R3917",0
"3918","R3918",0
"3919","R3919",0
"3920","R3920",0
"3921","R3921",0
"3922","R3922",0
"3923","R3923",0
"3924","R3924",0
"3925","R3925",0
"3926","R3926",0
"3927","R3927",0
"3928","R3928",0
"3929","R3929",0
"3930","R3930",0
"3931","R3931",0
"3932","R3932",0
"3933","R3933",0
"3934","R3934",0
"3935","R3935",0
"3936","R3936",0
"3937","R3937",0
"3938","R3938",0
"3939","R3939",0
"3940","R3940",0
"3941","R3941",0
"3942","R3942",0
"3943","R3943",0
"3944","R3944",0
"3945","R3945",0
"3946","R3946",0
"3947","R3947",0
"3948","R3948",0
"3949","R3949",0
"3950","R3950",0
"3951","R3951",0
"3952","R3952",0
"3953","R3953",0
"3954","R3954",0
"3955","R3955",0
"3956","R3956",0
"3957","R3957",0
"3958","R3958",0
"3959","R3959",0
"3960","R3960",0
"3961","R3961",0
"3962","R3962",0
"3963","R3963",0
"3964","R3964",0
"3965","R3965",0
"3966","R3966",0
"3967","R3967",0
"3968","R3968",0
"3969","R3969",0
"3970","R3970",0
"3971","R3971",0
"3972","R3972",0
"3973","R3973",0
"3974","R3974",0
"3975","R3975",0
"3976","R3976",0
"3977","R3977",0
"3978","R3978",0
"3979","R3979",0
"3980","R3980",0
"3981","R3981",0
"3982","R3982",0
"3983","R3983",0
"3984","R3984",0
"3985","R3985",0
"3986","R3986",0
"3987","R3987",0
"3988","R3988",0
"3989","R3989",0
"3990","R3990",0
"3991","R3991",0
"3992","R3992",0
"3993","R3993",0
"3994","R3994",0
"3995","R3995",0
"3996","R3996",0
"3997","R3997",0
"3998","R3998",0
"3999","R3999",0
"4000","R4000",0
"4001","R4001",0
"4002","R4002",0
"4003","R4003",0
"4004","R4004",0
"4005","R4005",0
"4006","R4006",0
"4007","R4007",0
"4008","R4008",0
"4009","R4009",0
"4010","R4010",0
"4011","R4011",0
"4012","R4012",0
"4013","R4013",0
"4014","R4014",0
"4015","R4015",0
"4016","R4016",0
"4017","R4017",0
"4018","R4018",0
"4019","R4019",0
"4020","R4020",0
"4021","R4021",0
"4022","R4022",0
"4023","R4023",0
"4024","R4024",0
"4025","R4025",0
"4026","R4026",0
"4027","R4027",0
"4028","R4028",0
"4029","R4029",0
"4030","R4030",0
"4031","R4031",0
"4032","R4032",0
"4033","R4033",0
"4034","R4034",0
"4035","R4035",0
"4036","R4036",0
"4037","R4037",0
"4038","R4038",0
"4039","R4039",0
"4040","R4040",0
"4041","R4041",0
"4042","R4042",0
"4043","R4043",0
"4044","R4044",0
"4045","R4045",0
"4046","R4046",0
"4047","R4047",0
"4048","R4048",0
"4049","R4049",0
"4050","R4050",0
"4051","R4051",0
"4052","R4052",0
"4053","R4053",0
"4054","R4054",0
"4055","R4055",0
"4056","R4056",0
"4057","R4057",0
"4058","R4058",0
"4059","R4059",0
"4060","R4060",0
"4061","R4061",0
"4062","R4062",0
"4063","R4063",0
"4064","R4064",0
"4065","R4065",0
"4066","R4066",0
"4067","R4067",0
"4068","R4068",0
"4069","R4069",0
"4070","R4070",0
"4071","R4071",0
"4072","R4072",0
"4073","R4073",0
"4074","R4074",0
"4075","R4075",0
"4076","R4076",0
"4077","R4077",0
"4078","R4078",0
"4079","R4079",0
"4080","R4080",0
"4081","R4081",0
"4082","R4082",0
"4083","R4083",0
"4084","R4084",0
"4085","R4085",0
"4086","R4086",0
"4087","R4087",0
"4088","R4088",0
"4089","R4089",0
"4090","R4090",0
"4091","R4091",0
"4092","R4092",0
"4093","R4093",0
"4094","R4094",0
"4095","R4095",0
"4096","R4096",0
"4097","R4097",0
"4098","R4098",0
"4099","R4099",0
"4100","R4100",0
"4101","R4101",0
"4102","R4102",0
"4103","R4103",0
"4104","R4104",0
"4105","R4105",0
"4106","R4106",0
"4107","R4107",0
"4108","R4108",0
"4109","R4109",0
"4110","R4110",0
"4111","R4111",0
"4112","R4112",0
"4113","R4113",0
"4114","R4114",0
"4115","R4115",0
"4116","R4116",0
"4117","R4117",0
"4118","R4118",0
"4119","R4119",0
"4120","R4120",0
"4121","R4121",0
"4122","R4122",0
"4123","R4123",0
"4124","R4124",0
"4125","R4125",0
"4126","R4126",0
"4127","R4127",0
"4128","R4128",0
"4129","R4129",0
"4130","R4130",0
"4131","R4131",0
"4132","R4132",0
"4133","R4133",0
"4134","R4134",0
"4135","R4135",0
"4136","R4136",0
"4137","R4137",0
"4138","R4138",0
"4139","R4139",0
"4140","R4140",0
"4141","R4141",0
"4142","R4142",0
"4143","R4143",0
"4144","R4144",0
"4145","R4145",0
"4146","R4146",0
"4147","R4147",0
"4148","R4148",0
"4149","R4149",0
"4150","R4150",0
"4151","R4151",0
"4152","R4152",0
"4153","R4153",0
"4154","R4154",0
"4155","R4155",0
"4156","R4156",0
"4157","R4157",0
"4158","R4158",0
"4159","R4159",0
"4160","R4160",0
"4161","R4161",0
"4162","R4162",0
"4163","R4163",0
"4164","R4164",0
"4165","R4165",0
"4166","R4166",0
"4167","R4167",0
"4168","R4168",0
"4169","R4169",0
"4170","R4170",0
"4171","R4171",0
"4172","R4172",0
"4173","R4173",0
"4174","R4174",0
"4175","R4175",0
"4176","R4176",0
"4177","R4177",0
"4178","R4178",0
"4179","R4179",0
"4180","R4180",0
"4181","R4181",0
"4182","R4182",0
"4183","R4183",0
"4184","R4184",0
"4185","R4185",0
"4186","R4186",0
"4187","R4187",0
"4188","R4188",0
"4189","R4189",0
"4190","R4190",0
"4191","R4191",0
"4192","R4192",0
"4193","R4193",0
"4194","R4194",0
"4195","R4195",0
"4196","R4196",0
"4197","R4197",0
"4198","R4198",0
"4199","R4199",0
"4200","R4200",0
"4201","R4201",0
"4202","R4202",0
"4203","R4203",0
"4204","R4204",0
"4205","R4205",0
"4206","R4206",0
"4207","R4207",0
"4208","R4208",0
"4209","R4209",0
"4210","R4210",0
"4211","R4211",0
"4212","R4212",0
"4213","R4213",0
"4214","R4214",0
"4215","R4215",0
"4216","R4216",0
"4217","R4217",0
"4218","R4218",0
"4219","R4219",0
"4220","R4220",0
"4221","R4221",0
"4222","R4222",0
"4223","R4223",0
"4224","R4224",0
"4225","R4225",0
"4226","R4226",0
"4227","R4227",0
"4228","R4228",0
"4229","R4229",0
"4230","R4230",0
"4231","R4231",0
"4232","R4232",0
"4233","R4233",0
"4234","R4234",0
"4235","R4235",0
"4236","R4236",0
"4237","R4237",0
"4238","R4238",0
"4239","R4239",0
"4240","R4240",0
"4241","R4241",0
"4242","R4242",0
"4243","R4243",0
"4244","R4244",0
"4245","R4245",0
"4246","R4246",0
"4247","R4247",0
"4248","R4248",0
"4249","R4249",0
"4250","R4250",0
"4251","R4251",0
"4252","R4252",0
"4253","R4253",0
"4254","R4254",0
"4255","R4255",0
"4256","R4256",0
"4257","R4257",0
"4258","R4258",0
"4259","R4259",0
"4260","R4260",0
"4261","R4261",0
"4262","R4262",0
"4263","R4263",0
"4264","R4264",0
"4265","R4265",0
"4266","R4266",0
"4267","R4267",0
"4268","R4268",0
"4269","R4269",0
"4270","R4270",0
"4271","R4271",0
"4272","R4272",0
"4273","R4273",0
"4274","R4274",0
"4275","R4275",0
"4276","R4276",0
"4277","R4277",0
"4278","R4278",0
"4279","R4279",0
"4280","R4280",0
"4281","R4281",0
"4282","R4282",0
"4283","R4283",0
"4284","R4284",0
"4285","R4285",0
"4286","R4286",0
"4287","R4287",0
"4288","R4288",0
"4289","R4289",0
"4290","R4290",0
"4291","R4291",0
"4292","R4292",0
"4293","R4293",0
"4294","R4294",0
"4295","R4295",0
"4296","R4296",0
"4297","R4297",0
"4298","R4298",0
"4299","R4299",0
"4300","R4300",0
"4301","R4301",0
"4302","R4302",0
"4303","R4303",0
"4304","R4304",0
"4305","R4305",0
"4306","R4306",0
"4307","R4307",0
"4308","R4308",0
"4309","R4309",0
"4310","R4310",0
"4311","R4311",0
"4312","R4312",0
"4313","R4313",0
"4314","R4314",0
"4315","R4315",0
"4316","R4316",0
"4317","R4317",0
"4318","R4318",0
"4319","R4319",0
"4320","R4320",0
"4321","R4321",0
"4322","R4322",0
"4323","R4323",0
"4324","R4324",0
"4325","R4325",0
"4326","R4326",0
"4327","R4327",0
"4328","R4328",0
"4329","R4329",0
"4330","R4330",0
"4331","R4331",0
"4332","R4332",0
"4333","R4333",0
"4334","R4334",0
"4335","R4335",0
"4336","R4336",0
"4337","R4337",0
"4338","R4338",0
"4339","R4339",0
"4340","R4340",0
"4341","R4341",0
"4342","R4342",0
"4343","R4343",0
"4344","R4344",0
"4345","R4345",0
"4346","R4346",0
"4347","R4347",0
"4348","R4348",0
"4349","R4349",0
"4350","R4350",0
"4351","R4351",0
"4352","R4352",0
"4353","R4353",0
"4354","R4354",0
"4355","R4355",0
"4356","R4356",0
"4357","R4357",0
"4358","R4358",0
"4359","R4359",0
"4360","R4360",0
"4361","R4361",0
"4362","R4362",0
"4363","R4363",0
"4364","R4364",0
"4365","R4365",0
"4366","R4366",0
"4367","R4367",0
"4368","R4368",0
"4369","R4369",0
"4370","R4370",0
"4371","R4371",0
"4372","R4372",0
"4373","R4373",0
"4374","R4374",0
"4375","R4375",0
"4376","R4376",0
"4377","R4377",0
"4378","R4378",0
"4379","R4379",0
"4380","R4380",0
"4381","R4381",0
"4382","R4382",0
"4383","R4383",0
"4384","R4384",0
"4385","R4385",0
"4386","R4386",0
"4387","R4387",0
"4388","R4388",0
"4389","R4389",0
"4390","R4390",0
"4391","R4391",0
"4392","R4392",0
"4393","R4393",0
"4394","R4394",0
"4395","R4395",0
"4396","R4396",0
"4397","R4397",0
"4398","R4398",0
"4399","R4399",0
"4400","R4400",0
"4401","R4401",0
"4402","R4402",0
"4403","R4403",0
"4404","R4404",0
"4405","R4405",0
"4406","R4406",0
"4407","R4407",0
"4408","R4408",0
"4409","R4409",0
"4410","R4410",0
"4411","R4411",0
"4412","R4412",0
"4413","R4413",0
"4414","R4414",0
"4415","R4415",0
"4416","R4416",0
"4417","R4417",0
"4418","R4418",0
"4419","R4419",0
"4420","R4420",0
"4421","R4421",0
"4422","R4422",0
"4423","R4423",0
"4424","R4424",0
"4425","R4425",0
"4426","R4426",0
"4427","R4427",0
"4428","R4428",0
"4429","R4429",0
"4430","R4430",0
"4431","R4431",0
"4432","R4432",0
"4433","R4433",0
"4434","R4434",0
"4435","R4435",0
"4436","R4436",0
"4437","R4437",0
"4438","R4438",0
"4439","R4439",0
"4440","R4440",0
"4441","R4441",0
"4442","R4442",0
"4443","R4443",0
"4444","R4444",0
"4445","R4445",0
"4446","R4446",0
"4447","R4447",0
"4448","R4448",0
"4449","R4449",0
"4450","R4450",0
"4451","R4451",0
"4452","R4452",0
"4453","R4453",0
"4454","R4454",0
"4455","R4455",0
"4456","R4456",0
"4457","R4457",0
"4458","R4458",0
"4459","R4459",0
"4460","R4460",0
"4461","R4461",0
"4462","R4462",0
"4463","R4463",0
"4464","R4464",0
"4465","R4465",0
"4466","R4466",0
"4467","R4467",0
"4468","R4468",0
"4469","R4469",0
"4470","R4470",0
"4471","R4471",0
"4472","R4472",0
"4473","R4473",0
"4474","R4474",0
"4475","R4475",0
"4476","R4476",0
"4477","R4477",0
"4478","R4478",0
"4479","R4479",0
"4480","R4480",0
"4481","R4481",0
"4482","R4482",0
"4483","R4483",0
"4484","R4484",0
"4485","R4485",0
"4486","R4486",0
"4487","R4487",0
"4488","R4488",0
"4489","R4489",0
"4490","R4490",0
"4491","R4491",0
"4492","R4492",0
"4493","R4493",0
"4494","R4494",0
"4495","R4495",0
"4496","R4496",0
"4497","R4497",0
"4498","R4498",0
"4499","R4499",0
"4500","R4500",0
"4501","R4501",0
"4502","R4502",0
"4503","R4503",0
"4504","R4504",0
"4505","R4505",0
"4506","R4506",0
"4507","R4507",0
"4508","R4508",0
"4509","R4509",0
"4510","R4510",0
"4511","R4511",0
"4512","R4512",0
"4513","R4513",0
"4514","R4514",0
"4515","R4515",0
"4516","R4516",0
"4517","R4517",0
"4518","R4518",0
"4519","R4519",0
"4520","R4520",0
"4521","R4521",0
"4522","R4522",0
"4523","R4523",0
"4524","R4524",0
"4525","R4525",0
"4526","R4526",0
"4527","R4527",0
"4528","R4528",0
"4529","R4529",0
"4530","R4530",0
"4531","R4531",0
"4532","R4532",0
"4533","R4533",0
"4534","R4534",0
"4535","R4535",0
"4536","R4536",0
"4537","R4537",0
"4538","R4538",0
"4539","R4539",0
"4540","R4540",0
"4541","R4541",0
"4542","R4542",0
"4543","R4543",0
"4544","R4544",0
"4545","R4545",0
"4546","R4546",0
"4547","R4547",0
"4548","R4548",0
"4549","R4549",0
"4550","R4550",0
"4551","R4551",0
"4552","R4552",0
"4553","R4553",0
"4554","R4554",0
"4555","R4555",0
"4556","R4556",0
"4557","R4557",0
"4558","R4558",0
"4559","R4559",0
"4560","R4560",0
"4561","R4561",0
"4562","R4562",0
"4563","R4563",0
"4564","R4564",0
"4565","R4565",0
"4566","R4566",0
"4567","R4567",0
"4568","R4568",0
"4569","R4569",0
"4570","R4570",0
"4571","R4571",0
"4572","R4572",0
"4573","R4573",0
"4574","R4574",0
"4575","R4575",0
"4576","R4576",0
"4577","R4577",0
"4578","R4578",0
"4579","R4579",0
"4580","R4580",0
"4581","R4581",0
"4582","R4582",0
"4583","R4583",0
"4584","R4584",0
"4585","R4585",0
"4586","R4586",0
"4587","R4587",0
"4588","R4588",0
"4589","R4589",0
"4590","R4590",0
"4591","R4591",0
"4592","R4592",0
"4593","R4593",0
"4594","R4594",0
"4595","R4595",0
"4596","R4596",0
"4597","R4597",0
"4598","R4598",0
"4599","R4599",0
"4600","R4600",0
"4601","R4601",0
"4602","R4602",0
"4603","R4603",0
"4604","R4604",0
"4605","R4605",0
"4606","R4606",0
"4607","R4607",0
"4608","R4608",0
"4609","R4609",0
"4610","R4610",0
"4611","R4611",0
"4612","R4612",0
"4613","R4613",0
"4614","R4614",0
"4615","R4615",0
"4616","R4616",0
"4617","R4617",0
"4618","R4618",0
"4619","R4619",0
"4620","R4620",0
"4621","R4621",0
"4622","R4622",0
"4623","R4623",0
"4624","R4624",0
"4625","R4625",0
"4626","R4626",0
"4627","R4627",0
"4628","R4628",0
"4629","R4629",0
"4630","R4630",0
"4631","R4631",0
"4632","R4632",0
"4633","R4633",0
"4634","R4634",0
"4635","R4635",0
"4636","R4636",0
"4637","R4637",0
"4638","R4638",0
"4639","R4639",0
"4640","R4640",0
"4641","R4641",0
"4642","R4642",0
"4643","R4643",0
"4644","R4644",0
"4645","R4645",0
"4646","R4646",0
"4647","R4647",0
"4648","R4648",0
"4649","R4649",0
"4650","R4650",0
"4651","R4651",0
"4652","R4652",0
"4653","R4653",0
"4654","R4654",0
"4655","R4655",0
"4656","R4656",0
"4657","R4657",0
"4658","R4658",0
"4659","R4659",0
"4660","R4660",0
"4661","R4661",0
"4662","R4662",0
"4663","R4663",0
"4664","R4664",0
"4665","R4665",0
"4666","R4666",0
"4667","R4667",0
"4668","R4668",0
"4669","R4669",0
"4670","R4670",0
"4671","R4671",0
"4672","R4672",0
"4673","R4673",0
"4674","R4674",0
"4675","R4675",0
"4676","R4676",0
"4677","R4677",0
"4678","R4678",0
"4679","R4679",0
"4680","R4680",0
"4681","R4681",0
"4682","R4682",0
"4683","R4683",0
"4684","R4684",0
"4685","R4685",0
"4686","R4686",0
"4687","R4687",0
"4688","R4688",0
"4689","R4689",0
"4690","R4690",0
"4691","R4691",0
"4692","R4692",0
"4693","R4693",0
"4694","R4694",0
"4695","R4695",0
"4696","R4696",0
"4697","R4697",0
"4698","R4698",0
"4699","R4699",0
"4700","R4700",0
"4701","R4701",0
"4702","R4702",0
"4703","R4703",0
"4704","R4704",0
"4705","R4705",0
"4706","R4706",0
"4707","R4707",0
"4708","R4708",0
"4709","R4709",0
"4710","R4710",0
"4711","R4711",0
"4712","R4712",0
"4713","R4713",0
"4714","R4714",0
"4715","R4715",0
"4716","R4716",0
"4717","R4717",0
"4718","R4718",0
"4719","R4719",0
"4720","R4720",0
"4721","R4721",0
"4722","R4722",0
"4723","R4723",0
"4724","R4724",0
"4725","R4725",0
"4726","R4726",0
"4727","R4727",0
"4728","R4728",0
"4729","R4729",0
"4730","R4730",0
"4731","R4731",0
"4732","R4732",0
"4733","R4733",0
"4734","R4734",0
"4735","R4735",0
"4736","R4736",0
"4737","R4737",0
"4738","R4738",0
"4739","R4739",0
"4740","R4740",0
"4741","R4741",0
"4742","R4742",0
"4743","R4743",0
"4744","R4744",0
"4745","R4745",0
"4746","R4746",0
"4747","R4747",0
"4748","R4748",0
"4749","R4749",0
"4750","R4750",0
"4751","R4751",0
"4752","R4752",0
"4753","R4753",0
"4754","R4754",0
"4755","R4755",0
"4756","R4756",0
"4757","R4757",0
"4758","R4758",0
"4759","R4759",0
"4760","R4760",0
"4761","R4761",0
"4762","R4762",0
"4763","R4763",0
"4764","R4764",0
"4765","R4765",0
"4766","R4766",0
"4767","R4767",0
